Comments,CommentID,CommentReply,CommentLike,PublishDate,VideoID,MovieDate,MovieLink,CommentDate,Difference
YAAAAAAAAAAAASIIN BEEEEEEEEEEEEEEEEEEEEYY!!! YEAAAAHHHH!!,Ugh_GqZq3D_4DHgCoAEC,0,3,2014-07-06T17:03:19Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-07-06,54
He's so dumb. It's adorable.,Ugjl3QUsiPiNPngCoAEC,0,1,2014-07-02T00:28:05Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-07-02,58
One Million dallas! life & death the price : One million dallas! I've seen this type of plot One million times! hollywood is not very creative which also hires the same actors to play dull rolls over n over,UggGuCAWLNTlYHgCoAEC,0,0,2014-06-28T07:04:26Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-28,62
"Is it just me, or are this character reminding a lot like the character from American Hustle :/... ",UggKIPtpl1JDJ3gCoAEC,0,7,2014-06-25T20:14:12Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-25,65
All I can say... Ruthless People... I'm feeling an adaption rather than a remake as I watch this trailer.,Ugi-aCO495svQHgCoAEC,2,1,2014-06-23T21:11:07Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-23,67
I m thorn no matter how much I like Jennifer her name=bad movie...Isla =good movie...so this might be good or bad or maybe just meh ..,Ugj2-uqiZnzw_3gCoAEC,0,0,2014-06-23T14:38:13Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-23,67
whats the name of the theme song at 0.38,Ugj1yDxN2w-mqngCoAEC,2,0,2014-06-19T12:32:37Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-19,71
wow i did not recognize jen in here at all.. shocked ... shocked,Ugj4m-Om2d-gkngCoAEC,0,0,2014-06-16T23:24:33Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-16,74
"A dumber, lighter, more mainstream version of Fargo - ",UgieeyiQjlJ4PHgCoAEC,0,1,2014-06-13T12:38:04Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-13,77
the strangers meets american hustle with a dash of wes anderson.,UgjXK8jSPM3PnngCoAEC,0,0,2014-06-10T03:33:16Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-10,80
This will be sooo bad..,UgitAebi3IE3t3gCoAEC,0,0,2014-06-09T21:05:44Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-09,81
"When i saw the guy with the mask i thought of ""are you my mommy ?""",UgiHep8eQ3Vd-ngCoAEC,0,6,2014-06-08T13:18:37Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-08,82
"John Hawkes, such an underrated actor. Definitly gonna see this movie.",Ugj-NosHhgQdZXgCoAEC,0,0,2014-06-05T22:49:17Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-05,85
Why couldn't it been Mos Def,UgisQ0BYpYiZe3gCoAEC,0,0,2014-06-05T00:09:59Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-05,85
"Owes a great deal to ""The Ransom of Red Chief"" by O Henry 1907",UgjgXbLw8W7DPHgCoAEC,0,1,2014-06-03T11:53:54Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-03,87
dejavu,UgiX-EkkU_SNb3gCoAEC,0,0,2014-06-01T06:47:29Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-06-01,89
"Looks like a new version of Ruthless People, but that was only two minutes. If it is anything like Ruthless People I'm sold that films the Tits",UgjMIzePSLASBXgCoAEC,0,0,2014-05-29T21:33:20Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-29,92
"Holy shit, Tim Robbins got fat.",UghZQ6TnvQlqWXgCoAEC,1,10,2014-05-29T08:56:39Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-29,92
"it should be good it wasnt written by Elmore Leonard who did Out Of Sight, Get Shorty and Jackie Brown",Ugjv7sQs_3fYLngCoAEC,0,1,2014-05-27T03:53:59Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-27,94
"This is like the prequel to Jackie Brown, I don't know why they don't mention it in the trailer. Jon Hawks is playing De Niro's character and Mos Def is Sam Jackson.",Ugi4ly5d8s6n73gCoAEC,1,6,2014-05-26T10:55:38Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-26,95
"Hints of Coen brothers doing Ruthless People, i'll watch.",UgiSfI5U3-qzXngCoAEC,0,0,2014-05-24T19:34:59Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-24,97
Mmm,UghNHdUqVh1n5HgCoAEC,0,0,2014-05-24T11:07:40Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-24,97
Funny trailer...,UgikqOHRTTPnLXgCoAEC,0,0,2014-05-24T05:41:31Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-24,97
what is the song in the trailer?,Ughz4yZCbn1RNngCoAEC,0,0,2014-05-24T03:31:05Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-24,97
YASIN BEY !!!  deserves to be there ,UgiW1fI73cyRn3gCoAEC,0,0,2014-05-23T23:22:33Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-23,98
Bitches always turning on you nowadays,UgikcSDdzXvZp3gCoAEC,0,1,2014-05-23T20:58:39Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-23,98
MOS DEF ,UgiI7Tfet2sd8ngCoAEC,0,0,2014-05-23T16:38:34Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-23,98
"Actually had to pause it at 1:43 and say ""Yasiin Who?"". He's at that level now, eh?",UghEZi6rVcdrAXgCoAEC,1,5,2014-05-23T10:41:59Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-23,98
"Ruthless People with Danny DeVito and Bette Middler is the benchmark for the 'Keep my wife"" comedy.",UgjsfG4ZifQwUngCoAEC,0,5,2014-05-23T09:59:38Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-23,98
Ruthless People 1986 called.... wants its entire exact same plot back.,UgiyEoLdCHrHvngCoAEC,0,1,2014-05-23T09:51:49Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-23,98
"All these idiots saying Tim Robbins ""got old"", I cant wait to put that on all your tombstones.",UggjXa9owZ8zIHgCoAEC,0,0,2014-05-23T08:00:18Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-23,98
"just a hint of ""Ruthless People"", but hey",Ugjk7D8SRsMpQHgCoAEC,0,25,2014-05-22T23:44:10Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
I thought this was fargo for the first minute of the trailer!,UggMkydSfpi0T3gCoAEC,0,0,2014-05-22T23:18:40Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
The House from Home Alone is in this movie,UgjzwosZYtgIb3gCoAEC,0,0,2014-05-22T21:23:17Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
So American Hustle with hints of Fargo?,UghlTYj-LAZNYngCoAEC,0,1,2014-05-22T21:14:48Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Oh look! More generic oscar bait bullshit. I'll pass. ,Uggl2i4LQrz7XXgCoAEC,0,0,2014-05-22T20:41:20Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
shoulda stuck with Mos Def,UggJljgRENZM03gCoAEC,6,42,2014-05-22T20:35:24Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
this looks soooo good!!!,Ughb5v4EhWllwngCoAEC,0,0,2014-05-22T19:26:00Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Im getting a Fargo in the 60s vibe,Ugh-U8BW6rrST3gCoAEC,0,1,2014-05-22T19:19:31Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
That awkward moment when Yasiin Bey (MOS DEF) is banned from USA.,Ugj0kRZ7J15bQngCoAEC,1,6,2014-05-22T18:36:53Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
"Jennifer Aniston and Isla Fisher in the same movie?!
 I'm sold",Ugjn82m_ML9W8XgCoAEC,2,382,2014-05-22T17:42:09Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
also again at 1:19,UggxVQFpkXiRs3gCoAEC,0,1,2014-05-22T17:27:51Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
pause at 1:17. you're welcome.,Ugj8i70AusaIK3gCoAEC,0,0,2014-05-22T17:25:48Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
"heh trailer looks terible!

movie is going to be terible too!",UgiZc5fJlM9kengCoAEC,0,0,2014-05-22T17:23:20Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
"Nice to Tim Robbins back, the old man still has it.﻿",UghjWZPKO-Yw-ngCoAEC,0,14,2014-05-22T17:10:33Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
jennifer aniston,UggaFPeJv9FeLHgCoAEC,0,5,2014-05-22T17:01:23Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Haven't seen Tim robbins in forever. And Isla Fisher DAMN!!!,UgiZ-XvtwZW_73gCoAEC,0,6,2014-05-22T16:32:40Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
"jennifer aniston is in it, so nah not watching it. ",Ughb3WFI2ffJ8ngCoAEC,1,3,2014-05-22T16:12:51Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
funny! gonna watch this,UggrWhpqHdpCk3gCoAEC,0,0,2014-05-22T16:10:04Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
u dont wanna mess with andy dufresne!,Ugi05vKj1MGHfHgCoAEC,0,1,2014-05-22T16:03:00Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Just why are trailers so revealing these days ?,Ugjt_EmCSv3KrHgCoAEC,0,0,2014-05-22T15:56:41Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Gonna watch this because of isla fisher. Shes a fine piece of ass,UghzfZJ5Yd0HIXgCoAEC,1,136,2014-05-22T15:46:35Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Isn't this just Ruthless People?,UghHSS02EIi89XgCoAEC,0,7,2014-05-22T15:32:04Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
MOS DEF ,UggkCmUUdQj0THgCoAEC,0,0,2014-05-22T15:17:07Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Pause at. 1.24,UgjRHmet6hJ-QXgCoAEC,0,0,2014-05-22T15:15:40Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Isla Fisher thou.,UgitOAdiAnhulngCoAEC,0,12,2014-05-22T14:59:30Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
Mos def,UgjbqCMlN74KCngCoAEC,0,3,2014-05-22T14:57:42Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
does not look fresh,Uggh0SF_CoRTQXgCoAEC,0,0,2014-05-22T14:52:52Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
First,UggOG-Zet5kg0XgCoAEC,0,0,2014-05-22T14:41:04Z,M29yK7WWeKY,2014-08-29,https://www.imdb.com/title/tt1663207/?ref_=adv_li_tt,2014-05-22,99
hate when they take a non-athletic actor and try to convince us otherwise. obvious the lead actor never swung a golf club before.  insult to golfers,UgiJwHD2eSX9angCoAEC,0,0,2017-04-08T03:34:17Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-04-08,6
"This looks like a very stupid film! I also predict this stupid movie will be on DVD by the end of May 2017, since it'll bomb at the box office,",UghCOeZ4bSaRIXgCoAEC,0,1,2017-03-27T18:45:49Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-03-27,18
I Have read the book  and I def want to see the movie,Ugg43xFI2BD9lHgCoAEC,0,1,2017-03-22T22:38:22Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-03-22,23
i would watch this movie just to hear the accents,Ugi-4lzdciCQnngCoAEC,0,0,2017-03-16T03:13:22Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-03-16,29
war and peace... anyone?,UggkdaJE6S0HLHgCoAEC,0,3,2017-02-26T19:26:00Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-02-26,47
Jack Lowden in War and Peace was great. Looking forward to this.,UgjIq-w6rVGML3gCoAEC,0,1,2017-02-14T14:12:09Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-02-14,59
Jimmy 😍😍😘😘😛😛,Ugj63FDUbJvbQXgCoAEC,0,0,2017-01-27T18:01:06Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-27,77
Wow Niall Horan's getting old,UghcORQbusg4wngCoAEC,0,6,2017-01-27T03:46:30Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-27,77
It absolutely blows my mind that there is still a British nobility and they put up with that. These people did nothing to deserve it other than being born into the right family and the Brits simply go along with it.,UgjGx-MkRjT3gXgCoAEC,1,7,2017-01-21T04:21:29Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-21,83
His dad dies I'm calling it now,UggddTHs1u4QvngCoAEC,0,0,2017-01-20T23:57:30Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-20,84
Looks like another class-obsessed movie. I wish film-makers would give this theme a rest.Its been done to death.,Ugh1Wwo1RF8FongCoAEC,0,3,2017-01-19T22:10:13Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-19,85
1:27 making my own why from brave,UgiEKmv7gNg6XngCoAEC,0,1,2017-01-18T14:22:11Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-18,86
thumbnail looked like Niall Horan,Ugh1-njoPr_aqXgCoAEC,0,0,2017-01-17T00:39:10Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-17,87
St Andrews represent!,Ugg25MjZ6eqHlHgCoAEC,0,1,2017-01-16T02:39:35Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-16,88
Why do they have posh English people talking down to them when they had posh Scottish landowners to do that for them? Or is it not as good if your not bashing english people?,UghTzZrTxGtj63gCoAEC,0,6,2017-01-14T13:15:54Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-14,90
"Fuck the old society order and traditions, fuck the stubboirn old fashioned people! Fuck them!",UgixWTIBC3Jv-XgCoAEC,0,4,2017-01-10T10:45:27Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-10,94
It's COUNT ROSTOV,Ugj_etyzcyeAHngCoAEC,0,1,2017-01-09T20:45:49Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-09,95
Did Simon Pegg find a time machine?,UghEeMOzMiMpOngCoAEC,0,3,2017-01-09T17:19:52Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-09,95
"Lads, what's more boring than watching golf? 
Watching a film about golf.",Ugj6Kra2rZ3erXgCoAEC,0,2,2017-01-09T04:36:46Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-09,95
brought to you by happy madison productions,UgjBWhuzeaobrXgCoAEC,0,11,2017-01-08T23:12:30Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-08,96
why does he look like m.j.fox,UgiXMY029Jo1nngCoAEC,0,1,2017-01-08T20:39:45Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-08,96
I hope it comes in subtitles.,Ugh5Bx0BYJCQ-3gCoAEC,7,134,2017-01-08T18:44:29Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-08,96
Oh I hope it comes to Abilene,Ugg3AavPKZ2LkHgCoAEC,0,0,2017-01-08T18:09:51Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-08,96
looks boring as fuuuuuuuuuuuuuck,UghyTZ_X42m5kXgCoAEC,0,2,2017-01-07T21:18:21Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-07,97
Does anyone know the name of the musics played in this trailer ? Thanks :),Ugg9cIvNGmWMvngCoAEC,3,0,2017-01-07T10:56:42Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-07,97
I mustn't be the only one who sees Simon Pegg.,UggXu6_3IKisoHgCoAEC,1,17,2017-01-07T08:40:28Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-07,97
Simon Pegg is lookin fine as hell 😉,Ugh1DSO6sK0ouXgCoAEC,5,45,2017-01-06T10:52:36Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-06,98
Most boring game to watch GOLF.,UggPGlvsDNQWlngCoAEC,1,7,2017-01-06T05:24:21Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-06,98
"So they made The Greatest Game ever played again, or?",Ugg7FW1vlfmHkHgCoAEC,1,14,2017-01-06T02:17:19Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-06,98
What no clip of Tiger?,UghMqz8Eb1eou3gCoAEC,0,1,2017-01-06T02:14:18Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-06,98
Its looks like the same story of The Greatest Game Ever Played,UghxYlRHeptliHgCoAEC,1,7,2017-01-06T01:47:38Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-06,98
"98% of people watching trailer: ""oh its that guy.. from Jurassic park""",Ugj_FUxWtH-kuXgCoAEC,2,33,2017-01-06T00:25:18Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-06,98
second,Ugia8rdIFSVcH3gCoAEC,0,0,2017-01-05T23:58:45Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-05,99
FIRST!,UgjkIZD7sHAje3gCoAEC,0,1,2017-01-05T23:56:04Z,UgdRDee1Ssw,2017-04-14,https://www.imdb.com/title/tt3467914/?ref_=adv_li_tt,2017-01-05,99
Woody's amazing in this role!,UgzWnN70xSduFmPVEI54AaABAg,0,1,2017-11-02T21:34:00Z,xrnEp8WLH0g,2017-11-03,https://www.imdb.com/title/tt4778988/?ref_=adv_li_tt,2017-11-02,1
What a joke. They hated each other and LBJ's reaction was on film: he ducked from the turn on Elm street. Garbage.,UgzqlauvOeLnXsfPSMV4AaABAg,0,0,2017-11-02T18:16:44Z,xrnEp8WLH0g,2017-11-03,https://www.imdb.com/title/tt4778988/?ref_=adv_li_tt,2017-11-02,1
Such bullshit. LBJ had dirt on JFK and JFK had dirt on LBJ. That's how two people that hated each other ended up on the same ticket.,Ugwn352J2VvW_HINsgJ4AaABAg,0,0,2017-11-02T18:12:25Z,xrnEp8WLH0g,2017-11-03,https://www.imdb.com/title/tt4778988/?ref_=adv_li_tt,2017-11-02,1
I wonder what Woody had to do on the casting couch to get the role.,UgwSPNdOWrxeUdhYF0Z4AaABAg,0,0,2017-11-02T15:09:50Z,xrnEp8WLH0g,2017-11-03,https://www.imdb.com/title/tt4778988/?ref_=adv_li_tt,2017-11-02,1
Let’s make a movie about the guy who killed Kennedy,UgxBmRvEXD9Z2o92WLp4AaABAg,2,2,2017-11-02T07:47:06Z,xrnEp8WLH0g,2017-11-03,https://www.imdb.com/title/tt4778988/?ref_=adv_li_tt,2017-11-02,1
Anyone else see the irony in Woody harrelson playing LBJ when his father was a hit man who was accused by many as being in Dallas the day of the assassination?!,UgzqMuFe_V7zpsg1wbJ4AaABAg,1,3,2017-10-31T19:45:57Z,xrnEp8WLH0g,2017-11-03,https://www.imdb.com/title/tt4778988/?ref_=adv_li_tt,2017-10-31,3
I know they are not trying to hoist LBJ as some kind of hero. Jeez liberals will do anything to cover up there own history. LBJ was a RACIST.,UgwgIzD1PwJtC22kyZF4AaABAg,0,1,2017-10-30T16:53:11Z,xrnEp8WLH0g,2017-11-03,https://www.imdb.com/title/tt4778988/?ref_=adv_li_tt,2017-10-30,4
